name,state,par_mean,par_median
State University Of New York College At Plattsburgh,NY,99921.84863878538,91400
State University Of New York College At Potsdam,NY,93040.30275551272,83800
State University Of New York Institute Of Technology At Utica,NY,82847.17520356514,78000
Stautzenberger College,OH,65472.60286458334,52800
Stephen F Austin State University,TX,109813.034220672,89300
Stephens College,MO,122821.2421875,94500
Sterling College,KS,84321.57285031848,71600
Stetson University,FL,165998.9408524006,98300
Stevens Henager College,UT,70870.046875,61000
Stevens Institute Of Technology,NJ,122522.1018024744,96000
Stevenson University,MD,116840.6166210938,99000
Stillman College,AL,51941.625,37200
Stonehill College,MA,170015.9739583333,123800
Strayer University,VA,71262.23857225395,52700
Suffolk County Community College,NY,92821.4209818099,81200
Suffolk University,MA,130718.64577557,88100
Sul Ross State University,TX,61093.27831574911,45000
Sullivan County Community College - SUNY Office Of Community Coll,NY,57085.83664136591,42800
"Sullivan University, Sullivan College Of Technology And Design And Spencerian College",KY,71773.59548743335,60900
Summit College,CA,54286.0625,39600
Sunstate Academy,FL,62731.99643297697,49200
Surry Community College,NC,67705.89103267316,58400
Susquehanna University,PA,204270.9816647813,113300
Sussex County Community College,NJ,93998.18229166669,84900
Swarthmore College,PA,275097.1185096154,135900
Sweet Briar College,VA,155389.3970612047,109900
Syracuse University,NY,231041.5665611143,119700
Tabor College,KS,87147.23887087264,74000
Tacoma Community College,WA,87663.3717272372,74100
Taft College,CA,71812.95833333333,62300
Tallahassee Community College,FL,85297.40390501224,61900
Tarleton State University,TX,91964.63877352967,75900
Tarrant County College District,TX,91883.9320527353,75400
Taylor University,IN,177719.8462595772,102100
Technical Career Institutes,NY,38723.66842517423,29700
Temple College,TX,69546.4687143807,63900
Temple University,PA,101506.2381665392,82700
Tennessee College Of Applied Technology - Dickson,TN,64438.73046875,70900
Tennessee College Of Applied Technology - Knoxville,TN,61866.19401041666,55200
Tennessee College Of Applied Technology - Morristown,TN,62646.96875,49300
Tennessee College Of Applied Technology-Jackson,TN,54278.3203125,54600
Tennessee College Of Applied Technology-Memphis,TN,58836.44401041666,43900
Tennessee College Of Applied Technology-Shelbyville,TN,66749.5625,61500
Tennessee State University,TN,65503.73610283487,52600
Tennessee Technological University,TN,94952.48829328157,78400
Tennessee Wesleyan College,TN,75293.54014091258,71800
Terra State Community College,OH,64580.29661906436,64200
Texarkana College,TX,66091.55370668542,61200
Texas A&M International University,TX,57651.97081920219,35400
Texas A&M University,TX,164709.1154932008,119400
Texas A&M University - Commerce,TX,83539.48999512807,72800
Texas A&M University - Corpus Christi,TX,96690.42494666562,81700
Texas A&M University - Kingsville,TX,64949.87342737444,47700
Texas Christian University,TX,254114.7662150119,142700
Texas Lutheran University,TX,119464.5911458333,92800
Texas School Of Business,TX,42459.76159963197,31100
Texas Southern University,TX,47258.42805007283,36300
Texas State Technical College,TX,71074.0164976792,56400
Texas State Technical College Harlingen,TX,41275.66777798312,29100
Texas State Technical College West Texas,TX,58677.62625303767,41000
Texas State University,TX,123790.0757298079,100900
Texas Tech University,TX,149180.2108458876,110300
Texas Wesleyan University,TX,82651.875,62800
Texas Woman's University,TX,99060.92515120968,82600
Thiel College,PA,73692.44863410597,69500
Thomas A Edison State College,NJ,201529.7200715756,79300
Thomas College,ME,65621.47147504974,60700
Thomas More College,KY,108354.0122727013,89700
Thomas Nelson Community College,VA,73873.28434456169,65800
"Three Rivers Community College of Norwich, CT",CT,86143.64724014408,76200
"Three Rivers Community College of Poplar Bluff, MO",MO,57414.40957576112,46700
Tidewater Community College,VA,75249.25973161997,65500
Tiffin University,OH,83310.24805387545,75400
Tompkins Cortland Community College,NY,70535.23826587971,58900
Transylvania University,KY,155641.8698918269,98300
Treasure Valley Community College,OR,67205.79327828919,52000
Trevecca Nazarene University,TN,89277.73792962357,79400
Tri-County Community College,NC,55890.66858103919,44100
Tri-County Technical College,SC,74401.26267732869,64000
Triangle Tech,PA,63779.60253806703,55800
Trident Technical College,SC,79527.70015114808,63500
Trine University,IN,94744.54166666669,83700
Trinity Christian College,IL,137224.1576124768,92700
"Trinity College of Hartford, CT",CT,504456.0520833333,198000
Trinity International University,IL,102199.904126093,86400
Trinity University,TX,275796.9857482186,153200
Trinity Valley Community College,TX,65356.78441212871,55700
Triton College,IL,75870.8569468154,63800
Trocaire College,NY,66215.94010416667,65400
"Troy University And Troy State Universities, Montgomery And Dothan",AL,75269.72589865695,64400
Truckee Meadows Community College,NV,85852.89574788077,72900
Truett Mcconnell College,GA,152815.943359375,103100
Truman State University,MO,121177.3542550588,104700
Tufts University,MA,370105.7196611061,187900
Tulsa Community College,OK,84362.5991846808,69800
Tulsa Technology Center School,OK,63178.88740789611,54500
Tulsa Welding School,OK,55048.25390625,43900
Tunxis Community College,CT,93725.85302379692,80800
Tusculum College,TN,84102.00520833333,67600
Tuskegee University,AL,66053.22194874044,54400
Tyler Junior College,TX,73820.29250467152,57400
Ulster County Community College,NY,79104.46184142563,66300
Umpqua Community College,OR,68024.21336128049,56700
"Union College of Barbourville, KY",KY,62249.84375,56400
"Union College of Schenectady, NY",NY,290078.2196539256,134700
Union County College,NJ,76545.98843050373,62400
Union University,TN,107919.0,89300
United Education Institute,CA,35004.68340709943,29600
United Talmudical Seminary,NY,52691.84635416666,21200
"Universal Technical Institute of Orlando, FL",FL,80284.12966177984,68500
"Universal Technical Institute of Rancho Cucamonga, CA",CA,75764.72929532858,62900
University Of Advancing Computer Technology,AZ,98070.98624153325,80600
University Of Akron ,OH,86014.0229172095,74300
University Of Alabama,AL,152857.9702976644,106100
University Of Alabama At Birmingham,AL,92744.63790769114,74600
University Of Alabama In Huntsville,AL,104579.673765715,91300
University Of Alaska System,AK,97328.11397773732,85000
University Of Arkansas,AR,134244.4676495516,93400
University Of Arkansas At Fort Smith,AR,70232.27160887166,58400
University Of Arkansas At Little Rock,AR,78417.40625,62900
University Of Arkansas At Monticello,AR,68064.34398964724,58800
University Of Arkansas At Pine Bluff,AR,47103.45137482542,35400
University Of Arkansas Community College At Batesville,AR,54978.69718611726,48700
University Of Arkansas Community College At Hope,AR,52763.41116801569,43500
University Of Arkansas Community College At Morrilton,AR,67613.96346039687,57300
University Of Bridgeport,CT,71392.89322916667,56600
"University Of California, Berkeley",CA,194452.1916312261,114700
"University Of California, Davis",CA,158390.0812518247,109400
"University Of California, Irvine",CA,121501.6514138434,92100
"University Of California, Los Angeles",CA,171784.8011041579,105500
"University Of California, Riverside",CA,102472.0093611219,75000
"University Of California, San Diego",CA,176468.6574369512,111300
"University Of California, Santa Barbara",CA,192472.4304264081,124000
"University Of California, Santa Cruz",CA,182158.5701801601,115400
University Of Central Arkansas,AR,90314.91666725016,77200
University Of Central Florida,FL,119866.2628660134,91200
University Of Central Missouri,MO,94226.1998631553,83800
University Of Central Oklahoma,OK,92411.6467617804,77500
University Of Charleston,WV,92598.34907472068,77700
University Of Chicago ,IL,284501.3158843961,132000
University Of Cincinnati,OH,106978.3692009562,85200
University Of Colorado System,CO,274593.0041246623,128200
University Of Connecticut,CT,140206.5862289582,110300
University Of Dallas,TX,151581.2045290436,116700
University Of Dayton,OH,212071.4411890985,128400
University Of Delaware,DE,175413.3677506039,131400
University Of Denver,CO,425786.6961984537,152000
University Of Detroit Mercy,MI,94284.28887337058,85200
University Of Evansville,IN,135345.5347198126,96700
University Of Findlay ,OH,96420.719365646,81800
University Of Florida,FL,148204.8040850875,106100
University Of Georgia,GA,191466.4122233379,127400
University Of Hartford,CT,172243.723135218,106300
University Of Hawaii And Hawaii Community Colleges,HI,88667.91568267945,75200
University Of Houston System,TX,88093.50799966625,65700
University Of Idaho,ID,109002.859540512,86600
University Of Illinois System,IL,142851.4173093275,109000
University Of Indianapolis,IN,100455.1889517881,86100
University Of Iowa,IA,167563.2892837183,114700
University Of Kansas,KS,177836.1654982003,116600
University Of Kentucky,KY,134043.0894618069,98800
University Of La Verne,CA,98916.00026467582,72300
University Of Louisiana At Lafayette,LA,98408.23167078928,75800
University Of Louisiana At Monroe,LA,74443.3485767523,59700
University Of Louisville,KY,104304.3607512777,87400
University Of Maine System,ME,88180.05036650947,72600
University Of Mary,ND,86681.06770833333,79700
University Of Mary Hardin-Baylor,TX,99405.07477002165,83700
University Of Mary Washington,VA,162084.5558288728,133800
University Of Maryland System (Except University College) And Baltimore City Community College,MD,126294.8040756884,102800
University Of Maryland University College,MD,65178.01233014871,53900
University Of Massachusetts System,MA,123207.0170559082,100000
University Of Memphis ,TN,105277.8992376106,83000
University Of Miami,FL,211065.5538834717,110100
University Of Michigan - Ann Arbor,MI,267630.7744142552,156100
University Of Michigan - Dearborn,MI,118110.3801426404,105200
University Of Michigan - Flint,MI,105200.5161712324,94500
University Of Minnesota System,MN,127788.9312023703,101600
University Of Mississippi,MS,191835.2988924709,109100
University Of Missouri System And Missouri University Of Science And Technology,MO,139780.2515577484,103000
University Of Mobile,AL,94348.61979166669,77600
University Of Montana ,MT,140607.9137425559,82400
University Of Montana Western ,MT,69802.63083298142,59700
University Of Montevallo,AL,107280.916571778,87700
University Of Mount Olive,NC,67607.93839237608,57100
University Of Mount Union,OH,98104.2715688483,83400
University Of Nebraska System,NE,115012.8428497262,89400
"University Of Nevada , Reno",NV,138819.4498642222,103500
University Of Nevada - Las Vegas,NV,127956.0432213198,90400
University Of New England,ME,107871.9635416667,89600
University Of New Hampshire,NH,145116.1522159381,109900
University Of New Haven,CT,110786.7626075526,84900
University Of New Mexico,NM,90916.43367471184,73900
University Of New Orleans ,LA,86549.74264070405,66400
University Of North Alabama,AL,92267.50885933625,80300
University Of North Carolina  Asheville,NC,125395.030723256,90600
University Of North Carolina - Chapel Hill,NC,221587.9761057739,129500
University Of North Carolina - Charlotte,NC,120413.3798139111,92300
University Of North Carolina - Greensboro,NC,110261.524865165,88700
University Of North Carolina At Pembroke,NC,74324.5966958509,63600
University Of North Carolina At Wilmington ,NC,142310.55314375,106500
University Of North Carolina School Of The Arts,NC,146827.2932850109,106800
University Of North Dakota,ND,109450.8529781385,90000
University Of North Florida,FL,108325.6259278672,88900
University Of North Georgia,GA,114920.808907505,96300
University Of North Texas,TX,122544.3548701408,98700
University Of Northern Colorado,CO,125328.3643331968,99000
University Of Northern Iowa,IA,102798.1472327254,88700
University Of Northwestern- St Paul,MN,105821.3147556292,79700
University Of Notre Dame,IN,331770.9155052826,165400
University Of Oklahoma,OK,151737.7274222779,98500
University Of Oregon,OR,171570.1465029066,108700
University Of Pennsylvania,PA,458236.0500448833,175300
University Of Phoenix,AZ,74280.39788906816,56000
University Of Pikeville,KY,70850.18042226488,57400
University Of Pittsburgh System,PA,115736.8929836919,91200
University Of Portland,OR,167171.4936490056,117600
University Of Puget Sound,WA,231485.9522539818,129700
University Of Redlands,CA,209235.6738805579,108400
University Of Rhode Island,RI,139786.2825827363,105900
University Of Richmond,VA,355367.9688090737,180600
University Of Rio Grande,OH,70319.68712728017,60300
University Of Rochester,NY,199434.7157893628,129200
"University Of Saint Francis of Fort Wayne, IN",IN,97777.7272036987,83700
"University Of Saint Francis of Joliet, IL",IL,96755.85872191744,91600
University Of Saint Joseph,CT,105873.2301764456,86600
"University Of Saint Thomas of Houston, TX",TX,159112.8067678184,90600
"University Of Saint Thomas of Saint Paul, MN",MN,221534.8368484437,122900
University Of San Diego,CA,315023.0208333333,139300
University Of San Francisco,CA,242149.4808101979,106900
University Of Science & Arts Of Oklahoma,OK,64256.73572365863,59400
University Of Scranton,PA,167405.2646572423,120200
University Of Sioux Falls,SD,93099.56770833331,78600
University Of South Alabama,AL,94928.72093889715,76700
University Of South Carolina System,SC,109065.3249308029,85400
"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology",SD,87858.35645751389,71600
University Of South Florida,FL,105616.1989068752,80500
University Of Southern California,CA,285910.4065639332,120100
University Of Southern Indiana,IN,100042.4560333968,83700
University Of Southern Mississippi,MS,96902.16907931902,76700
University Of Tampa ,FL,148747.3031865764,92900
University Of Tennessee System,TN,135382.7507276832,99200
University Of Texas - Pan American,TX,50459.72650735472,31700
University Of Texas At Arlington,TX,103612.1166759673,83600
University Of Texas At Austin,TX,195837.4898621074,125100
University Of Texas At Brownsville,TX,39152.5061474778,26400
University Of Texas At Dallas,TX,128479.3366256477,100800
University Of Texas At El Paso,TX,59130.92024902441,42400
University Of Texas At San Antonio,TX,93456.32531852298,74300
University Of Texas At Tyler,TX,87783.83750570256,80500
University Of Texas Of The Permian Basin,TX,78160.8836784175,64200
University Of The Arts ,PA,143759.6316170788,100600
University Of The Cumberlands,KY,77373.19791666667,67000
University Of The District Of Columbia,DC,51496.6439764061,40000
University Of The Incarnate Word,TX,95860.1856148098,69900
University Of The Ozarks,AR,96423.859375,72600
University Of The Pacific,CA,202079.9263356719,96500
University Of The Sciences In Philadelphia,PA,109049.2317708333,95300
University Of The South ,TN,353212.4573329208,174200
University Of Toledo,OH,99114.26066883712,85200
University Of Tulsa ,OK,149613.9026791751,93600
University Of Utah,UT,160074.7935167264,107400
University Of Vermont And State Agricultural College,VT,246638.8888854861,120100
University Of Virginia,VA,264071.6652133021,151000
University Of Virginia's College At Wise ,VA,88150.29001020607,69900
University Of Washington System,WA,155928.3593728288,108100
University Of West Alabama,AL,73363.17646921641,60200
University Of West Florida ,FL,94386.72618409134,79700
University Of West Georgia,GA,97786.08518856364,85400
University Of Wisconsin System,WI,125883.2437353769,96100
University Of Wyoming,WY,111474.6799539614,90100
Upper Iowa University,IA,68258.7517699115,62000
Urbana University,OH,80268.23958333333,75500
Ursinus College,PA,160098.6955981183,103200
Ursuline College,OH,93028.19188920457,75100
Utah College Of Massage Therapy,AZ,97051.27598441052,62300
Utah State University,UT,119942.3446617563,91300
Utah Valley University,UT,139495.2703302946,89800
Utica College,NY,80905.81586654589,67500
Valdosta State University,GA,96660.73183769255,83400
Valencia College,FL,81872.24073099453,62000
Valley City State University,ND,68016.74412739842,62700
Valparaiso University,IN,145714.9437532484,107000
Vance - Granville Community College,NC,56108.12308978735,43100
Vanderbilt University,TN,535431.0615712163,197900
Vanguard University Of Southern California,CA,119919.5007693308,83200
Vassar College,NY,285792.7960882611,145100
Vatterott College,MO,59444.94791666666,48500
Vaughn College Of Aeronautics And Technology,NY,42817.99932283306,30900
Ventura County Community College District,CA,95888.39963060402,73700
Vernon College,TX,77764.21282627163,53100
Victor Valley Community College,CA,67682.33843840667,62600
Victoria College,TX,73409.67076411478,65600
Villanova University,PA,315701.2562889701,159900
Vincennes University,IN,78009.54132521505,68800
Virginia College,AL,52734.07349670594,36500
Virginia Commonwealth University,VA,108486.6610413339,90700
Virginia Highlands Community College,VA,59370.95551475175,54300
Virginia Military Institute,VA,153454.3008493031,116700
Virginia Polytechnic Institute & State University,VA,160204.6999473608,123300
Virginia State University,VA,63044.41210451245,52200
Virginia Wesleyan College,VA,223228.4130456349,90400
Virginia Western Community College,VA,78722.09044504429,66800
Viterbo University,WI,93904.17841758775,78200
Volunteer State Community College,TN,80671.05297363532,70800
Wabash College,IN,139083.9872417355,100800
Wagner College,NY,145977.598075022,114400
Wake Forest University,NC,433526.4192283841,191500
Wake Technical Community College,NC,92029.02701235336,78900
Waldorf College,IA,80856.10416666667,70300
Walla Walla Community College,WA,72360.35618513786,62000
Walla Walla University,WA,130955.5729166667,94100
Walsh University,OH,97740.2922017694,82700
Walters State Community College,TN,63824.1838173765,55300
Warren County Community College,NJ,96677.34114583331,78600
Warren Wilson College,NC,161014.9976297405,104100
Wartburg College,IA,108707.0677083333,85100
Washburn University - Topeka,KS,92060.47135416669,80800
Washington Adventist University,MD,88549.64091589095,74900
Washington And Jefferson College,PA,151933.7910514622,99300
Washington And Lee University,VA,424390.8492495887,226700
Washington College,MD,209230.8945208886,120900
Washington State Community College,OH,62312.45173788266,58400
Washington State University,WA,132236.5811380526,104200
Washington University In St. Louis,MO,370117.295781954,180200
Washtenaw Community College,MI,100979.4388074176,89100
Waubonsee Community College,IL,99938.67054723063,88600
Waukesha County Technical College,WI,101314.970778721,91000
Wayland Baptist University,TX,70396.73697916667,60200
Wayne Community College,NC,62574.2281277786,54900
Wayne County Community College District,MI,56755.07228319573,44300
Wayne State College,NE,79428.86458333333,67800
Wayne State University,MI,95384.37428844448,81800
Waynesburg University,PA,83352.36979500962,74000
Weatherford College,TX,74696.97521512126,62500
Webber International University,FL,87560.8359375,62400
Weber State University,UT,111334.5606809039,92000
Webster University,MO,135678.8018104777,96000
Wellesley College,MA,291786.1471790114,142500
Wells College,NY,101919.3619791667,74900
Wenatchee Valley College,WA,71483.69123487904,61200
Wentworth Institute Of Technology,MA,111339.2639266304,93600
Wesley College,DE,94863.84105464727,81500
Wesleyan University,CT,371959.1668712235,165300
West Chester University Of Pennsylvania,PA,122582.7564787908,102700
West Georgia Technical College,GA,71302.09943999424,63000
West Hills Community College District,CA,60311.6640625,46100
West Liberty University,WV,80635.58172404957,72200
West Shore Community College,MI,68259.17708333333,58900
West Texas A&M University,TX,83239.46818991269,74600
West Valley-Mission Community College District,CA,127606.0561828743,91600
West Virginia Community And Technical College System,WV,71950.17522321429,64200
West Virginia Northern Community College,WV,63097.30609863774,57600
West Virginia State University,WV,74193.79723681993,65100
"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College",WV,109372.1535890587,86700
West Virginia Wesleyan College,WV,107317.53125,86300
Western Carolina University,NC,106832.058151533,88000
Western Connecticut State University,CT,118537.96875,100500
Western Dakota Technical Institute,SD,57902.49143016581,54700
Western Illinois University,IL,107672.6732814155,93400
Western International University,AZ,65439.2931640625,56700
Western Iowa Tech Community College,IA,70618.67708333333,62600
Western Kentucky University,KY,92101.51660506272,76100
Western Michigan University,MI,142872.8545984456,112200
Western Nebraska Community College,NE,62023.64059919184,56400
Western Nevada College,NV,71339.91935990946,62400
Western New England University,MA,114938.230218281,99300
Western New Mexico University,NM,59190.09503578692,51200
Western Oklahoma State College,OK,63161.20919914295,52100
Western Oregon University,OR,101204.0731769564,86900
Western Piedmont Community College,NC,61957.43097895408,56900
Western State Colorado University,CO,147656.4075339325,94700
"Western Technical College of El Paso, TX",TX,39456.13671875,30500
"Western Technical College of La Crosse, WI",WI,70631.7554043363,65500
Western Texas College,TX,60704.00307340803,53800
Western Washington University,WA,132537.4922570672,108100
Western Wyoming Community College,WY,84852.14945494186,79100
Westfield State University,MA,104262.7335904536,98100
"Westminster College of Fulton, MO",MO,156147.4166666667,96600
"Westminster College of New Wilmington, PA",PA,102805.0078125,87900
"Westminster College of Salt Lake City, UT",UT,253023.0520833333,95400
Westmont College,CA,293421.6770365168,132100
Westmoreland County Community College,PA,71899.07153199967,64400
Westwood College - Los Angeles,CA,48385.38411458334,37800
Westwood College - South Bay,CA,49891.94401041666,39500
Wharton County Junior College,TX,87539.53645833333,75500
Whatcom Community College,WA,105123.860966878,78400
"Wheaton College of Norton, MA",MA,214708.2362381436,117300
"Wheaton College of Wheaton, IL",IL,241328.0089603502,130900
Wheeling Jesuit University,WV,109907.5654937977,85100
Wheelock College,MA,125180.7360543224,95600
White Mountains Community College,NH,70340.1348146985,60400
Whitman College,WA,274137.7702491753,138200
Whittier College,CA,198170.0397576361,98500
Whitworth University,WA,144144.8991077232,98500
Wichita Area Technical College,KS,65035.7578125,58400
Wichita State University,KS,102091.50550046,86400
Wichita Technical Institute,KS,52311.27994791666,45200
Widener University,PA,124080.0282642968,96000
Wilkes Community College,NC,67253.95353491513,53200
Wilkes University,PA,106231.0593677662,80100
Willamette University,OR,206669.8408692651,110800
William Carey University,MS,81652.39492043358,66500
William Jewell College,MO,132939.4076129899,95100
William Paterson University Of New Jersey,NJ,102395.9881496924,89500
William Peace University,NC,166444.0408139169,105900
William Penn University,IA,75898.03356009895,64400
William Woods University,MO,118518.3536769701,88600
Williams Baptist College,AR,60595.07559814453,53800
Williams College,MA,468122.3333333333,184000
Williamsburg Technical College,SC,41606.39583333334,29300
Williston State College,ND,67176.78470523484,60200
Wilmington College,OH,82706.15306483579,71400
Wilmington University,DE,105853.410168974,94300
Wilson Community College,NC,55541.70505096397,48000
Wingate University,NC,154815.7521551724,86600
Winston-Salem State University,NC,56930.33621392513,45400
Winthrop University,SC,97708.63127132066,84100
Wisconsin Indianhead Technical College,WI,73805.48048903167,64000
Wisconsin Lutheran College,WI,100279.4928047404,85400
Wittenberg University,OH,162171.2353457354,104800
Wofford College,SC,243617.1731886943,133400
Wood Tobe - Coburn School,NY,42822.66666666666,29500
Woodbury University,CA,106416.8121847983,61900
Wor-Wic Community College,MD,70139.9296875,57700
Worcester Polytechnic Institute,MA,138955.757263796,109500
Worcester State University,MA,97532.33644992432,87600
Word Of Life Bible Institute,NY,79461.01014052013,72500
Wright Career College,KS,36096.95472823362,27200
Wright State University,OH,97052.53661527071,83200
Wytheville Community College,VA,58383.51041341958,53500
Xavier University,OH,195652.186018199,122100
Xavier University Of Louisiana,LA,82439.9124461207,63100
YTI Career Institute,PA,77808.82329063315,72300
Yakima Valley Community College,WA,65983.59351355612,55900
Yale University,CT,515437.7519714187,199700
Yavapai College,AZ,80988.92883775543,58900
Yeshiva University,NY,325796.8373049974,180100
York Technical College,SC,70891.94486616878,61500
Yosemite Community College District,CA,75045.3236601974,66400
Young Harris College,GA,125950.5108877982,98300
Youngstown State University,OH,82349.4500187338,71500
Yuba Community College District,CA,61468.37070753292,48700
Zane State College,OH,65763.33463541667,53800
Late College Goers,,55858.26283564048,43300
Never Attended College (up to year 2013),,48010.28846434245,35200
Colleges with insufficient data,,72905.27071750992,50500
